,Unnamed: 0_x,PMID,abstract,Unnamed: 0_y,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
682,682,36975119,"Scalp expansion is an optimal treatment for alopecia resulting from burn injuries, especially in the pediatric population through providing highly vascularized adjacent local tissues with optimal hair density, color matching, texture, and hair-bearing characteristics. The aim of this study was to evaluate the efficacy of anterior capsulotomy and basal capsulectomy adherent to expanded scalp flap during alopecia reconstruction with scalp expansion in pediatric burned patients. The study was conducted on 127 patients with an age range of 5 to 19 years who presented with postburn alopecia accompanied by hairline loss. The patients were divided into 2 groups: group I consisted of 58 patients who were operated on using conventional technique, and group II consisted of 69 patients who were operated using modified technique including basal capsulectomy on the skull side and anterior capsulotomy on the expanded scalp flap. The Hairdex, a validated questionnaire of Hair-Specific Health-Related Quality of Life measures, showed that percentage of satisfaction concerning outcomes was 91.50%, psychological well-being was 95%, and self-confidence was 84.30% in group II, compared with 63%, 55.70%, and 66.20%, respectively, in group I. This significant values had a great positive effect on patient satisfaction, changing child's behavior and self-confidence. Although physiological background of tissue expansion is the same, proper flap design with anterior capsulotomy on flap undersurface and basal capsulectomy on the skull side improve results of the traditional method significantly and minimize the complication rate. These surgical modifications provide maximum benefits from expanded tissue, with restoration of the hairline and a uniform hair direction. Level III, case-control study. ",682,The Efficacy of Anterior Capsulotomy and Basal Capsulectomy Adherent to Expanded Scalp Flap During Alopecia Reconstruction in Pediatric Burned Patients,"AboShaban MS, Ghareeb FM, Alkashty SM.",Ann Plast Surg. 2023 May 1;90(5):437-443. doi: 10.1097/SAP.0000000000003433. Epub 2023 Feb 24.,AboShaban MS,Ann Plast Surg,2023,2023/03/28,,,10.1097/SAP.0000000000003433
683,683,34083311,"This study aimed to develop an algorithm allowing the differentiation between conjunctival melanoma and other melanocytic infiltrations of the conjunctiva, on the basis of a dermatoscopic examination. A total of 160 conjunctival pigmented lesions were studied (40 melanomas and 120 non-melanoma conjunctival infiltrations). The clinical characteristics of the tumours were assessed with the use of dermatoscopic characteristics as described by Kittler, and with taking into consideration the typical characteristics of conjunctival lesions. On the basis of modified dermatoscopic criteria, an algorithm was generated consisting of an assessment of the presence of 9 suspicious characteristics, e.g. more than two colours, colour asymmetry, pattern asymmetry, vascular polymorphism, presence of short vessels, linear vascular pattern, the presence of a peripheral structureless area, the presence of a grey structureless area and black dots in any part of the lesion. The presence of any of these characteristics scores 1 point. If a melanocytic lesion scores ≥3 points, the probability of diagnosing melanoma is on the level of p>0.001. The use of the proposed algorithm, based on modified dermatoscopic characteristics, may be a valuable tool for the diagnosis of conjunctival melanoma. ",683,Diagnostic Algorithm for Conjunctival Melanocytic Lesions,"Dębicka-Kumela M, Romanowska-Dixon B, Karska-Basta I, Kowal J, Pociej-Marciak W, Markiewicz A.",Anticancer Res. 2021 Jun;41(6):3161-3167. doi: 10.21873/anticanres.15102.,Dębicka-Kumela M,Anticancer Res,2021,2021/06/04,,,10.21873/anticanres.15102
684,684,15510037,"The objective was to determine whether post-tonsillectomy hemorrhages occur more frequently in redheaded children, in patterns of threes, on Friday-the-13th days, or with the full moon. Case-control analysis. The authors performed multiple statistical analyses of all children undergoing tonsillectomy at Temple University Children's Medical Center (Philadelphia, PA) during a 29-month period. Children readmitted to the hospital with or without surgical control of bleeding were compared with children who did not bleed. Relation of post-tonsillectomy hemorrhages to the phase of the moon was evaluated using a standard normal deviate. The frequency of surgery performed on Friday-the-13th days was compared with a differently dated Friday chosen at random. Clusters of three hemorrhages in a 7-day period were recorded. Families of children were contacted and asked whether their child had red hair. A chi analysis compared redheaded and non-redheaded tonsillectomy patients. Twenty-eight of 589 tonsillectomy cases performed required readmission for bleeding events. Twenty tonsillectomies occurred on a full-moon day, resulting in one bleeding event. One cluster of three post-tonsillectomy hemorrhages occurred in a 7-day period. Four of the children who bled had red hair. Two tonsillectomies occurred on Friday the 13th, with no associated hemorrhage. Statistical analysis revealed a random pattern to post-tonsillectomy hemorrhage. Post-tonsillectomy hemorrhages do not occur in clusters of three and are not more frequent with the full moon or on Friday the 13th. The bleeding rate among children with red hair is similar to that of non-redheaded children. ",684,Superstition and post-tonsillectomy hemorrhage,"Kumar VV, Kumar NV, Isaacson G.",Laryngoscope. 2004 Nov;114(11):2031-3. doi: 10.1097/01.mlg.0000147942.82626.1c.,Kumar VV,Laryngoscope,2004,2004/10/29,,,10.1097/01.mlg.0000147942.82626.1c
685,685,7861636,"""At first glance the lungs may seem uncomplicated, but many wise men have gone astray in their labyrinths."" These words were written by Dr. A.A. Liebow, a famous pathologist, in a foreword to the first edition of Pathology of the Lung by H. Spencer. This same thought can also be applied to the field of medicolegal autopsies. 1. The gross appearance of the lungs in medicolegal autopsies Plucks consisting of the lungs, neck organs, the esophagus and the aorta were removed from human cadavers and after taking photos of the frontal and rear view, the lungs were carefully examined to reveal whether the lung shows characteristic morphological changes depending on causes of death. Based on their appearance, the lungs were classified into the 3 following types: a collapsed, a non-collapsed and an inflated type, each of these types reflecting the probable cause of death. The collapsed type of lung was seen in cases of death from exanguination, and the lung falling into shrinkage due to traumatic pneumo- and/or hemo-thorax was also classified into the collapsed type. The non-collapsed type of lung was seen in cases whose lungs were thermo-coagulated and in a case of death from a pulmonary embolism. Also, the deflating lungs of drowning victims before falling into collapse, were classified into a non-collapsed type. The inflated type of lung consisted of lungs that showed ballooning soon after death by drowning, and lungs that had inflated due to emphysema or edema from various causes. This lung study has reconfirmed that the lungs show hypostatic changes more clearly than any other organs of the body, and in the absence of skin color changes reflecting hypostasis, the settling of the blood in the lung could be detected in most cases. 2. Early histopathological lung changes induced by shock One hundred and thirty medicolegal cases were reviewed to detect early histopathological changes of the lung induced by shock. In many cases of death from various causes, pulmonary edema and hemorrhage were noted, but the incidence of such changes did not reveal any significant differences among the causes of death. When death had resulted from a hemorrhage or occurred during a state of shock, megakaryocytes in the pulmonary vessels tended to increase. However, if death from such causes had occurred shortly after the event, no increase in megakaryocytes was noted.(ABSTRACT TRUNCATED AT 400 WORDS) ",685,[Some findings of the lung in medicolegal autopsy cases],Ohya I.,Nihon Hoigaku Zasshi. 1994 Dec;48(6):379-94.,Ohya I,Nihon Hoigaku Zasshi,1994,1994/12/01,,,
686,686,33405290,"To determine whether hearing aid (HA) use affects social perceptions of general public adults and age-matched peers and if so, determine if effects are modulated by lack of societal representation of pediatric HAs. A 10-year-old boy was presented in six photographic conditions with and without HAs and eyeglasses (a worn sensory aid with wider societal representation). HAs were presented in neutral skin tone and bright blue colors. Photographic conditions were embedded into web-based surveys with visual analog scales to capture social perceptions data and sourced to 206 adults (age 18-65) and 202 peers (age 10) with demographic characteristics representative of the general US population. Mean differences in scores for each condition compared to control images were computed using two-tailed t-tests. In both adult and child respondents, HAs were associated with decreased athleticism, confidence, health, leadership, and popularity. Glasses were associated with decreased athleticism and popularity but increased intelligence, overall success, and in the child respondents, friendliness. When worn in combination, the beneficial effects of glasses were mitigated by brightly colored but not neutrally colored HAs. Negative effects of pediatric HAs on social perceptions may be influenced by poor societal representation of HAs. These results suggest that greater representation of pediatric HAs is necessary to make society more inclusive for children with hearing loss. 4 Laryngoscope, 131:E2387-E2392, 2021. ",686,Social Perceptions of Pediatric Hearing Aids,"Qian ZJ, Nuyen BA, Kandathil CK, Truong MT, Tribble MS, Most SP, Chang KW.",Laryngoscope. 2021 Jul;131(7):E2387-E2392. doi: 10.1002/lary.29369. Epub 2021 Jan 6.,Qian ZJ,Laryngoscope,2021,2021/01/06,,,10.1002/lary.29369
687,687,28271216,"A crayon fragment was determined to be the source of a foreign body inflammatory process in the masticator space of a 15-month-old boy. The appearance of the crayon on CT and MR imaging was unexpected, leading to a further analysis of the imaging features of crayons. To investigate and characterize the imaging appearance of crayons at CT and MRI. The authors obtained CT and MR images of 22 crayons from three manufacturers and three non-pigmented crayons cast by the authors. CT attenuation of the crayons and diameter of the MRI susceptibility signal dropout were plotted versus brand and color. All crayons demonstrated a longitudinal central hypo-attenuating tract. Crayon attenuation varied by brand and color. All of the crayons demonstrated a signal void on T1 and T2 imaging and signal dropout on susceptibility-weighted imaging, the diameter of which varied by brand and color. Understanding the imaging appearance of crayons could help in the correct identification of a crayon as a foreign body on imaging studies, even when it is located in unusual places. ",687,The imaging appearance of crayons,"McAllister AS, Lall NU, Tawfik KO, Jones BV.",Pediatr Radiol. 2017 May;47(6):674-680. doi: 10.1007/s00247-017-3801-5. Epub 2017 Mar 7.,McAllister AS,Pediatr Radiol,2017,2017/03/09,,,10.1007/s00247-017-3801-5
688,688,30838731,"The main photochemical pathway in phototherapy for neonatal hyperbilirubinemia is the production and elimination (in bile or urine) of cyclobilirubin, which is a structural photoisomer of bilirubin, and which is most efficiently produced by green light. Green light-emitting diode (LED) phototherapy, however, has not been evaluated in the clinical setting because it is not recommended in American Academy of Pediatrics guidelines. We therefore compared the efficacy of green LED phototherapy and blue LED phototherapy in patients with neonatal hyperbilirubinemia. In this prospective randomized controlled trial, neonates with hyperbilirubinemia were randomly allocated to a green LED or blue LED phototherapy group. Both groups underwent 24 h of phototherapy, and blood was sampled before and after 24 h of phototherapy. Total serum bilirubin (TSB) was measured using enzymatic methods and bilirubin photoisomers were measured on high-performance liquid chromatography. Thirty-four infants were randomized (green, n = 16; blue, n = 18). TSB decreased significantly from 15.3 ± 1.5 to 13.9 ± 1.5 mg/dL in the green LED group (P < 0.01) and from 16.2 ± 1.3 to 14.5 ± 1.7 mg/dL in the blue LED group (P < 0.01) after 24 h of phototherapy. No significant difference was found in TSB reduction after phototherapy between the groups. Both light sources produced a significant reduction in TSB, indicating clinical effectiveness. ",688,Green light-emitting diode phototherapy for neonatal hyperbilirubinemia: Randomized controlled trial,"Kuboi T, Kusaka T, Okada H, Arioka M, Nii K, Takahashi M, Yamato S, Sadamura T, Jinnai W, Nakano A, Itoh S.",Pediatr Int. 2019 May;61(5):465-470. doi: 10.1111/ped.13821. Epub 2019 May 20.,Kuboi T,Pediatr Int,2019,2019/03/07,,,10.1111/ped.13821
689,689,8297698,"To determine the causes and outcome of residual shunting after transcatheter occlusion of persistent ductus arteriosus with the Rashkind double umbrella occluder, and to determine the potential of the device to produce obstruction to flow in the aorta and left pulmonary artery. Angiographic examination of morphology of ductus followed by prospective clinical and ultrasound evaluation (including cross sectional imaging, colour flow mapping, and pulse wave Doppler) of all patients undergoing occlusion of persistent ductus arteriosus between October 1987 and July 1992. 140 patients with ages between 0.5 and 78 (median 3.8) years and weights between 6.8 and 74 (median 13.8) kg. Attempted implantation of the Rashkind double umbrella ductus occluder under angiographic control through a transvenous (n = 136) or transarterial (n = 4) approach. Successful occlusion of ductus; frequency, pattern, and prognosis of residual shunts; Doppler velocities in left pulmonary artery and aorta; volume loading of the left heart. Including reocclusions the overall rate of successful occlusion was 96%. A total of six devices embolised at the time of operation (4.3%) with no sequelae. There were no anatomical factors that predicted a poor outcome, but suboptimal positioning of the device led to a significantly higher incidence of residual shunts (p < 0.001). Colour flow mapping correctly identified shunts that were unlikely to close spontaneously (n = 9) and to date seven have undergone successful closure with a second device. Encroachment of device legs produced statistically (p < 0.001) but not clinically significant increases in left pulmonary artery Doppler velocities that diminished with time. Transcatheter occlusion provides a safe and effective means of closing a persistent ductus arteriosus. Doppler colour flow mapping is necessary for follow up and shows those ducts requiring reocclusion. The device did not produce significant disturbance to flow in the pulmonary arteries or aorta. ",689,Medium-term follow up of residual shunting and potential complications after transcatheter occlusion of the ductus arteriosus,"Magee AG, Stumper O, Burns JE, Godman MJ.",Br Heart J. 1994 Jan;71(1):63-9. doi: 10.1136/hrt.71.1.63.,Magee AG,Br Heart J,1994,1994/01/01,PMC483613,,10.1136/hrt.71.1.63
690,690,32701550,"Capillary refill time is a noninvasive method to assess tissue perfusion to determine shock status. Capillary refill time is defined as the time required to regain skin color after blanching pressure is applied. Although common methods to measure capillary refill time depend on clinicians' visual assessment, a new approach using a pulse oximeter waveform analysis exists, referred to as full finger reperfusion time. We aim to evaluate reproducibility and validity of the novel full finger reperfusion time measurement using clinicians' visual capillary refill time assessment as a reference standard. Prospective observational study. PICUs and operating suites at a large academic children's hospital. Ninety-nine children 1-12 years old with various skin color tones. Each child had 10 measurements, including five full finger reperfusion time and five clinician capillary refill time, alternating second and third digits. Eighteen children had prolonged capillary refill time (> 2 s) and four children with capillary refill time greater than 3 seconds. Four-hundred eighty-five data pairs were analyzed. Intraclass correlation coefficient of full finger reperfusion time within each patient was 0.76 (95% CI, 0.68-0.83), demonstrating good reproducibility. Correlation coefficient between full finger reperfusion time and clinician capillary refill time was moderate: r = 0.37 (p < 0.0001; 95% CI, 0.29-0.44) for the pairs and r = 0.52 (p < 0.0001; 95% CI, 0.36-0.65) for patient average. Bland-Altman plot showed a consistent difference between full finger reperfusion time and clinician capillary refill time (full finger reperfusion time 1.14 s longer). Weak association was found between force and full finger reperfusion time (β = -0.033 ± 0.016; 95% CI, -0.065 to -0.0016; p = 0.04), finger thickness (β = -0.20 ± 0.089; 95% CI, -0.37 to -0.19; p = 0.03), except for color tone (p = 0.31). Finger temperature was associated with full finger reperfusion time (β = -0.18 ± 0.041; 95% CI, -0.26 to -0.0999; p < 0.0001). Full finger reperfusion time demonstrated good reproducibility. Full finger reperfusion time showed moderate correlation with clinician capillary refill time. Full finger reperfusion time was 1.14 seconds longer than capillary refill time. Future studies should focus on the clinical value of full finger reperfusion time as a monitoring device for hemodynamics in critically ill children. ",690,Full Finger Reperfusion Time Measured by Pulse Oximeter Waveform Analysis in Children,"Nickel AJ, Jiang S, Napolitano N, Yehya N, Fitzgerald JC, Bruins BB, Lockman JL, Nadkarni VM, Nishisaki A.",Crit Care Med. 2020 Oct;48(10):e927-e933. doi: 10.1097/CCM.0000000000004506.,Nickel AJ,Crit Care Med,2020,2020/07/24,PMC7888558,NIHMS1666077,10.1097/CCM.0000000000004506
691,691,5317355,,691,Behavior genetics. Introduction to genetics,Asimov I.,Semin Psychiatry. 1970 Feb;2(1):3-10.,Asimov I,Semin Psychiatry,1970,1970/02/01,,,
692,692,19119694,"The value of echocardiography in the diagnosis and follow-up of most cardiovascular diseases is well established, even though the ever-increasing demand for the use of this technique is not always justifiable. The ""Appropriatezza ECO Milano"" project was developed among hospitals in Milan (Italy) to foster a rational use of echocardiography. The aim of this study was to evaluate and improve appropriateness of requests for two-dimensional color Doppler echocardiography, considering indications, prescription behaviors and clinical utility in both the outpatient and inpatient settings. Following several meetings, a consensus was reached whereby a multicenter, observational study would be undertaken. We assessed the value of each request in agreement with the 2003 American College of Cardiology/American Heart Association/American Society of Echocardiography guidelines. An ad hoc Microsoft Access database was developed to collect study data, which refer to May 2007. Eleven hospitals participated in the study. 4130 echocardiographic examinations were considered (2300 performed in men and 1830 performed in women; mean age 64 +/- 16 years); 1701 examinations were performed in hospitalized patients and 2429 in outpatients. The incidence of pathological findings was higher in hospitalized patients (73%) than in outpatients (53%) (Pearson chi2 = 29, p<0.001). A higher additional clinical value was found in hospitalized vs non-hospitalized patients (48 vs. 35%, Pearson chi2 = 99; p <0.001). In both settings, the majority of echocardiographic examinations were requested by cardiologists (inpatients 36%, outpatients 54%). The most appropriate examinations were performed more frequently in class I or class IIA hospitalized patients (73%) than in outpatients (52%) (Pearson chi2 = 277, p<0.001). Furthermore, the least accurate the indication, the less the clinical utility found in examinations requested from hospitals and outpatient clinics (64 vs 61% in class I patients, Pearson chi2 = 413, p<0.001; 5 vs 11% in class III patients, Pearson chi2 = 584, p<0.001). Conclusions. Our data confirm an inadequate level of appropriateness of requests for two-dimensional color Doppler examinations in either inpatients or outpatients. After over 10 years of passively observing and recording this trend, a timely resolution of these issues is topical in order to improve the implementation of criteria and to guarantee cost-effective and high-quality cardiovascular care. ",692,"[The ""Appropriatezza ECO Milano"" project. Assessment of appropriateness of indications, prescriptions and clinical utility of two-dimensional Doppler echocardiography among inpatients and outpatients of Milan, Italy]","Mantero A, Gentile F, Alberti A, Bencini C, Bongarzoni A, Bragato R, Branzi G, Casazza F, Cialfi A, Dihel L, Giagnoni E, Heyman J, Lombardi L, Mattioli R, Mazzola AA, Montericcio V, Pepi M, Tusa M, Morabito A.",G Ital Cardiol (Rome). 2008 Dec;9(12):844-52.,Mantero A,G Ital Cardiol (Rome),2008,2009/01/06,,,
693,693,10190408,"Although cardiologists who treat adults have been evaluating pediatric patients using echocardiography since the early 1980s, the diagnostic accuracy of such studies has never been tested. To prospectively assess diagnostic accuracy of pediatric echocardiograms performed in adult laboratories (adult-lab echos) compared with evaluations of the same patients in pediatric laboratories (pediatric-lab echos), we gathered data from 66 patients, ages 1 day to 18 years (median 19 months), who underwent adult-lab echos in community hospitals or private offices before evaluation by a pediatric cardiologist; subsequently, 65 underwent pediatric-lab echos in a university hospital laboratory. Echocardiographic diagnoses were compared with (1) diagnoses proved by catheterization or surgery (25 patients), and (2) echocardiographic diagnoses verified by blinded duplicate-observer review (41 patients). Eighteen patients had no cardiac disease; 42 had simple lesions, 5 had intermediate lesions, and 1 had a complex lesion. In 25 patients with 46 procedure-proven diagnoses, the most important error per adult-lab echo was major in 11 (44%), moderate in 7 (28%), and minor in 3 (12%); in pediatric-lab echos it was major in 0 (0%), moderate in 1 (4%), and minor in 1 (4%). In 41 patients with 62 duplicate-observer-verified diagnoses, the most important error per adult-lab echo was major in 5 (12%), moderate in 12 (29%), and minor in 5 (12%); pediatric-lab echos had no errors. In 35 of 66 adult-lab echos (53%), the most important error was major or moderate. Of these, 71% were interpretive, 17% technical, and 11% both. Error incidences were not related to patient age, study year, use of color Doppler, or complexity of diagnoses. In 29 of these 35 patients, pediatric-lab echos resulted in altered clinical management, including 12 surgeries and 2 averted surgeries. In 3 of the 29, delayed diagnoses were associated with fixed pulmonary vascular disease, hypoxemic spells, and vascular collapse with severe metabolic acidosis. This study reveals a high incidence of diagnostic errors in pediatric echocardiograms performed in community-based adult laboratories, despite a preponderance of patients with simple diagnoses or no heart disease. ",693,Diagnostic accuracy of pediatric echocardiograms performed in adult laboratories,"Stanger P, Silverman NH, Foster E.",Am J Cardiol. 1999 Mar 15;83(6):908-14. doi: 10.1016/s0002-9149(98)01063-7.,Stanger P,Am J Cardiol,1999,1999/04/06,,,10.1016/s0002-9149(98)01063-7
694,694,28629417,"Some previous studies have suggested an association between children's use of mobile phones (MPs)/cordless phones (CPs) and development of cognitive function. We evaluated possible longitudinal associations between the use of MPs and CPs in a cohort of primary school children and effects on their cognitive function. Data on children's socio-demographics, use of MPs and CPs, and cognitive function were collected at baseline (2010-2012) and follow-up (2012-2013). Cognitive outcomes were evaluated with the CogHealth™ test battery and Stroop Color-Word test. The change in the number of MP/CP voice calls weekly from baseline to follow-up was dichotomized: ""an increase in calls"" or a ""decrease/no change in calls"". Multiple linear regression analyses, adjusting for confounders and clustering by school, were performed to evaluate the associations between the change in cognitive outcomes and change in MP and CP exposures. Of 412 children, a larger proportion of them used a CP (76% at baseline and follow-up), compared to a MP (31% at baseline and 43% at follow-up). Of 26 comparisons of changes in cognitive outcomes, four demonstrated significant associations. The increase in MP usage was associated with larger reduction in response time for response inhibition, smaller reduction in the number of total errors for spatial problem solving and larger increase in response time for a Stroop interference task. Except for the smaller reduction in detection task accuracy, the increase in CP usage had no effect on the changes in cognitive outcomes. Our study shows that a larger proportion of children used CPs compared to MPs. We found limited evidence that change in the use of MPs or CPs in primary school children was associated with change in cognitive function. ",694,Use of mobile and cordless phones and change in cognitive function: a prospective cohort analysis of Australian primary school children,"Bhatt CR, Benke G, Smith CL, Redmayne M, Dimitriadis C, Dalecki A, Macleod S, Sim MR, Croft RJ, Wolfe R, Kaufman J, Abramson MJ.",Environ Health. 2017 Jun 19;16(1):62. doi: 10.1186/s12940-017-0250-4.,Bhatt CR,Environ Health,2017,2017/06/21,PMC5477374,,10.1186/s12940-017-0250-4
695,695,7480277,"Although highly specialized burn centers have significantly reduced mortality rates following extensive total body surface area burns, survivors are often left with grotesque facial disfigurement. The strategy of modern facial restoration emphasizes enhancement of aesthetic appearance as significantly as mitigation of functional impairment. Criteria for success are (1) an undistracted ""normal"" look at conversational distance, (2) facial balance and symmetry, (3) distinct aesthetic units fused by inconspicuous scars, (4) ""doughy"" skin texture appropriate for corrective makeup, and (5) dynamic facial expression. Since 1985, the author has successfully restored 17 severely disfigured burned faces by replacement of entire aesthetic units with microvascular ""prepatterned"" composite flaps blended into the facial canvas by cosmetic camouflage techniques. The series includes hemiface (2), neck/jaw (5), chin/lower lip (3), cheek/malar (5), peri-orbital (2), nose (3), upper lip (4), and ear reconstructions (4). Flaps represented are free preauricular (1), radial forearm (6), ulnar forearm (1), free scapular (6), ilio-osteocutaneous (2), temporoparietal (8), vascularized forehead island (3), supraclavicular (1), and SMAS (1). Important to outcome is extensive initial intraoperative ""sculpting"" to simulate normal planes and contours. Seams are placed at junctions of facial components. Three-dimensional imaging is used to assess architectural asymmetries, and bone grafts are aided by computer-generated acrylic models. Adjunctive procedures include tensor fasciae latae slings, intraoperative tissue expansion, suction-assisted lipectomy, and scar management. After restoration of facial form and texture, flesh color make-up and/or tattooing of beard, lips, scars, eyebrows, etc., aid to hide scars and pigment the skin to harmonize with the rest of the face. In all cases, facial integrity has been aesthetically restored and, in most instances, with makeup, is near normal in social settings at conversational distances. Facial animation is retained and color matches are excellent. One flap was lost early in the series. ",695,Aesthetic restoration of the severely disfigured face in burn victims: a comprehensive strategy,Rose EH.,Plast Reconstr Surg. 1995 Dec;96(7):1573-85; discussion 1586-7.,Rose EH,Plast Reconstr Surg,1995,1995/12/01,,,
696,696,21453309,"We describe six patients who developed orange to red-brown scalp discoloration after application of selenium sulfide-containing shampoos. This phenomenon has been described only once previously. In all of the cases, the discoloration resolved shortly after discontinuing the selenium sulfide. Lightly swabbing with isopropyl alcohol facilitated removal of the discoloration. This simple technique serves as a painless diagnostic method, which may prevent unnecessary evaluation with a biopsy. ",696,Scalp discoloration from selenium sulfide shampoo: a case series and review of the literature,"Gilbertson K, Jarrett R, Bayliss SJ, Berk DR.",Pediatr Dermatol. 2012 Jan-Feb;29(1):84-8. doi: 10.1111/j.1525-1470.2011.01410.x. Epub 2011 Mar 31.,Gilbertson K,Pediatr Dermatol,2012,2011/04/02,,,10.1111/j.1525-1470.2011.01410.x
697,697,6484035,"Tissue expansion in soft-tissue reconstruction is described. The main principle is to develop donor tissue by expansion adjacent to the defect. Such a donor flap is doubled in size by intermittent injections of normal saline into the expander. After sharing the expanded flap for reconstruction, the donor site is well preserved, while the defect is reconstructed with contiguous tissue of similar texture, color, thickness, and sensation. There is minimal scar formation. Over 130 patients were reconstructed with expanded flaps. The average time of flap development was 3 to 6 weeks. ",697,Tissue expansion in soft-tissue reconstruction,Radovan C.,Plast Reconstr Surg. 1984 Oct;74(4):482-92. doi: 10.1097/00006534-198410000-00005.,Radovan C,Plast Reconstr Surg,1984,1984/10/01,,,10.1097/00006534-198410000-00005
698,698,34401938,"Neurenteric cysts (NECs) of the central nervous system (CNS) are uncommon congenital entities arising from embryonal elements. Intracranial NECs in the pediatric population are rare. The authors describe the presentation, radiographic imaging, and pathologic findings of an 11-year-old boy with a right oculomotor nerve NEC. A literature review was performed to identify additional cases of pediatric intracranial NECs published in the English language, over the past 30 years (1990-2020). The authors discuss the presentation, investigations, management, and prognosis of this interesting entity. We describe an 11-year-old boy who presented to neurosurgical attention with disconjugate gaze, anisocoria, and ptosis. Magnetic resonance imaging (MRI) demonstrated a lobulated, cystic, and peripherally enhancing mass involving the right oculomotor nerve. The patient underwent pterional craniotomy for drainage of the cyst and subtotal resection of the cyst wall. The tan-colored mass was displacing the basilar artery, compressing the cerebral peduncle, and adherent to the inferior surface of the tentorium. The lesion was within the oculomotor nerve and splitting the fibers, and the cystic contents were thick and mucinous. Histopathological examination of the specimen demonstrated a thin fibrous cyst wall with scattered inflammatory cells and lined by simple columnar epithelium containing mucin. The lining cells were immunoreactive with epithelial membrane antigen (EMA) and pan-keratin AE1/AE3. The diagnosis of a NEC was rendered. A comprehensive literature review of pediatric intracranial NECs yielded 46 additional lesions published in the literature, involving the skull base, posterior fossa, cerebral convexity, and cranial nerves. NECs present with local mass effect and less commonly, with aseptic meningitis or intracystic hemorrhage. Maximal safe GTR remains the mainstay management, although cyst drainage and marsupialization, cyst shunting, and fenestration of cystic contents into the ventricle or basal cisterns have been reported with variable success. CNS NECs are rare congenital entities; although they occur less frequently in the intracranial components compared to the spine, their diagnosis and management should be considered for intracranial cystic lesions. Maximal safe GTR is the mainstay treatment and frequently yields favorable outcomes. ",698,Pediatric intracranial neurenteric cyst of the oculomotor nerve: a case-based review,"Oppenhuizen B, Ragheb J, Leuchter JD, Clarke JE, Pelaez L, Wang S.",Childs Nerv Syst. 2021 Dec;37(12):3681-3693. doi: 10.1007/s00381-021-05308-3. Epub 2021 Aug 17.,Oppenhuizen B,Childs Nerv Syst,2021,2021/08/17,,,10.1007/s00381-021-05308-3
699,699,4148289,,699,XII. Genetic studies in Jordan,"Sunderland E, Coope E.",Philos Trans R Soc Lond B Biol Sci. 1973 Oct 18;266(876):207-20. doi: 10.1098/rstb.1973.0048.,Sunderland E,Philos Trans R Soc Lond B Biol Sci,1973,1973/10/18,,,10.1098/rstb.1973.0048
700,700,26594828,"Biliary atresia (BA) is a leading cause of liver failure and liver transplantation in pediatrics. BA manifests by 3 weeks of life with jaundice and pale stools. Delayed diagnosis and surgical intervention with Kasai portoenterostomy after 3 months of age is significantly associated with poor prognosis for native liver survival. A national Taiwan infant stool color card (SCC) screening program has entirely eliminated late Kasai portoenterostomy >90 days of age and improved native liver survival. A recent large-scale prospective cohort study in British Columbia, Canada, indicated that distribution of SCC on the maternity ward was feasible, led to high utilization rate, and was cost-effective. The aim of the present study was to assess the generalizability of this screening strategy in another Canadian jurisdiction with a different sociodemographic profile. An SCC was distributed to families of newborns discharged at St Mary's Hospital Center, Montreal, Quebec. Families were instructed to monitor their infant's stool color for 21 days and then complete and mail the SCC to the study center. Phone surveys to families who did not return cards were used to estimate total card utilization rate. Two thousand two hundred forty-six infants were eligible for inclusion; 99.9% were enrolled. Mail SCC return rate was 63.3%. No cases of BA were identified. All of the 118 families who completed the phone survey reported that they had utilized the SCC. Conservative and optimistic estimates for total card utilization rates were 82% and 100%, respectively. The high enrollment and utilization rates in this screening study strongly support the feasibility of implementing a Canadian SCC screening program to improve outcomes of children with BA. ",700,Home-Based Screening for Biliary Atresia Using Infant Stool Color Cards in Canada: Quebec Feasibility Study,"Morinville V, Ahmed N, Ibberson C, Kovacs L, Kaczorowski J, Bryan S, Collet JP, Schreiber R.",J Pediatr Gastroenterol Nutr. 2016 Apr;62(4):536-41. doi: 10.1097/MPG.0000000000001042.,Morinville V,J Pediatr Gastroenterol Nutr,2016,2015/11/24,,,10.1097/MPG.0000000000001042
