,Unnamed: 0_x,PMID,abstract,Unnamed: 0_y,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
255,255,27243133,"Treatment of venous malformations in the orofacial region remains a challenge. Laser therapy is an alternative treatment in inoperable cases. To retrospectively evaluate the effectiveness and complications associated with neodymium-doped yttrium aluminium garnet (Nd:YAG) laser treatment of oral venous malformations. A total of 10 children (mean age: 7.3 years; range: 10 months-15 years) with oral venous malformation were treated with Nd:YAG laser during 2005 to 2013. Clinical improvement, including degree of color lightening and size reduction, and treatment complications, including dyspigmentation, textural change, and scarring were evaluated. Color clearing of 51% to 75% and >75% was seen in 25% and 45% of patients, respectively. Size reduction of 25% to 50%, 51% to 75%, and >75% was observed in 30%, 15%, and 45% of patients, respectively. Mild and moderate scarring was observed in 15% and 5% of cases, respectively. Nd:YAG laser is a promising alternative treatment in pediatric patients with inoperable venous malformations in the oral cavity. Mild to moderate scarring was the most common complication. ",2255,Neodymium-Doped Yttrium Aluminium Garnet Laser Treatment of Pediatric Venous Malformation in the Oral Cavity,"Mungnirandr A, Nuntasunti W, Manuskiatti W.",Dermatol Surg. 2016 Jul;42(7):875-9. doi: 10.1097/DSS.0000000000000770.,Mungnirandr A,Dermatol Surg,2016,2016/06/01,,,10.1097/DSS.0000000000000770
256,256,16527319,"During a prospective study of red cell variants and severe malaria in children, a surprising observation was the occurrence of dark urine. Children were grouped according to urine findings: 22 had dark urine that contained a haem protein (Group I), 93 had urine of normal colour that contained a haem protein (Group II) and 236 had normal urine (Group III). To investigate the cause of dark urine, haemolysis and muscle cell injury were assessed. Intravascular haemolysis was greater in Group I than in Groups II and III. However, anaemia was more severe in Group III and is likely to have resulted mainly from extravascular haemolysis. Median plasma myoglobin concentrations were greater in Groups I and II than Group III (P = 0.00060). Plasma myoglobin was greater in children with cerebral malaria, hyperlactataemia and those who died but was not associated with acidosis. Urine myoglobin was greater in Group I than Groups II and III (P = 0.00054). It is likely that both haemoglobin and myoglobin contributed to dark urine. The association between muscle cell injury and coma suggests sequestration of parasitized red cells as a common underlying pathology. In malaria, hyperlactataemia may result directly from breakdown of muscle protein as well as tissue hypoxia. ",2256,"Muscle cell injury, haemolysis and dark urine in children with falciparum malaria in Papua New Guinea","O'Donnell A, Weatherall DJ, Taylor AM, Reeder JC, Allen SJ.",Trans R Soc Trop Med Hyg. 2006 Sep;100(9):817-25. doi: 10.1016/j.trstmh.2005.11.015. Epub 2006 Mar 9.,O'Donnell A,Trans R Soc Trop Med Hyg,2006,2006/03/11,,,10.1016/j.trstmh.2005.11.015
257,257,24356902,,2257,Segmented heterochromia in a single scalp hair,"Cho SB, Zheng Z, Kim JY, Oh SH.",Acta Derm Venereol. 2014 Sep;94(5):609-10. doi: 10.2340/00015555-1790.,Cho SB,Acta Derm Venereol,2014,2013/12/21,,,10.2340/00015555-1790
258,258,10025116,"Psychogenic disturbance of vision includes various abnormalities such as low vision, abnormal visual field, abnormal color sense and disturbance of binocular function, although there are no abnormalities either in the eyeball or optic nerve, and no organic changes in brain computed tomography (CT) or magnetic resonance imaging (MRI). To clarify these abnormalities, it is necessary first to study the mechanism of visual information processing. In this report, the mechanism of visual information processing such as visual acuity, visual field, vision and attention and binocular function was studied by standard electrophysiological methods as well as by new techniques including electroencephalography (EEG) topography, visual evoked response imaging system (VERIS), and magnetoencephalogram (MEG). The following four items and the possibilities for clinical application were studied and discussed. The subjects were normal adults and child volunteers, patients with disturbance of vision of psychogenic origin, and patients with abnormal visual fields caused by organic changes in the visual pathway. 1. Visual acuity (form vision). 1) Visually evoked potemtial (VEP), early receptor potential (ERP), and MEG examination were carried out for normal subjects and patients with psychogenic disturbance of vision. 2) The P 100 of pattern reversal VEP of the patients showed a significantly higher response. 3) In normal subjects, the P 300 was observed widely around the Pz in the ERPs during Landolt's ring stimulation. 4) In normal children, the P 300 was observed slightly temporal to the Pz. 5) In some patients maximum amplitude of P 300 was observed in the occipital or temporal region, but in other patients there was no P 300 response in any derivation. 6) MEG in patients with the conversion type of psychogenic disturbance of vision showed only 2 small dipolar patterns around 117 ms during flash stimulation. It was quite different from that of normal subjects. 2. Visual field. 1) Multifocal VEP using VERIS could detect experimental artificial hemianopia caused by conclusion of the half visual field in normal subjects. 2) Multifocal VEP could detect hemianopia or quadratanopia. 3) In multifocal VEP in normal subject, off-latency time was about 36 ms longer than on-latency time both in the center and at the periphery of the retina. The ratio of on/off response decreased from the center to the periphery. 4) In MEG using flash stimulation, hemianopia could be detected even in patients with fixation difficulties. 5) As the subjective visual field was not always in accord with the objective field, objective visual field evaluation is important. 3. Vision and attention. 1) To confirm the influence of attention on visual information processings in patients with disturbance of vision of psychogenic origin, a hypothetical 'island of attention' was postulated. 2) The 'spiral visual field' and the 'Inazuma-type visual field' could be explained by application of this hypothesis for patients with disturbance of vision. 3) Three kinds of waves in VEF, W 1, W 2, and W 3, were detected by MEG after the stimulation of line motion illusion. There was a tendency for the latency time on the attention side to be shorter than on the non-attention side in waves W 2 and W 3. 4) There was a tendency for the amplitude of the attention side to be higher than that of the non-attention side in wave W 3. 5) Attention may influence vision. 4. Binocular vision. 1) A stimulus target was devised which did not elicit N 75, P 100, or N 140 waves. When this target was used for stereoptic stimulation, a negative wave was elicited with a latency of 170 to 280 ms. 2) When the same stimulus target without parallax was used, this negative wave was elicited but the amplitude was small. 3) When evoked potentials were measured under the same conditions, an electric dipole was elicited from the occipital to the temporal region by the electric current source. (ABSTRACT TRUNCATED) ",2258,[Visual information processing and the mechanism of vision. Clinical application],Oguchi Y.,Nippon Ganka Gakkai Zasshi. 1998 Dec;102(12):850-75.,Oguchi Y,Nippon Ganka Gakkai Zasshi,1998,1999/02/20,,,
259,259,2082739,"A family with Nettleship Falls X-linked ocular albinism (NFXOA) was reported. The funduscopic examination revealed that both the male proband case and his maternal male cousin with nystagmus and amblyopia had macular hypoplasia and slightly less pigmented fundus than normal Japanese, and the carrier female (proband's mother) had the characteristic pigmentary mosaicism of the fundus. The slitlamp biomicroscopic examination revealed that the proband case's iris was less pigmented and the carrier female had the normal coloured iris. Translucency was not found in the iris of either the proband case or the carrier female. Hypopigmented maculas were found on the skin of the proband case. Histopathological findings of the cutaneous tissue of both the proband case and the carrier female showed macromelanosomes in the epidermis. The diagnosis of NFXOA is considered to be difficult by ocular clinical signs in the case of Japanese male patients without both characteristic albinotic fundus and the mother's pigmentary mosaicism of the fundus. Macromelanosomes recognized by skin biopsy are helpful for diagnosis. ",2259,[A Japanese family of Nettleship Falls X-linked ocular albinism],"Hayakawa M, Kanai A, Kato K, Nakajima A, Takamori K.",Nippon Ganka Gakkai Zasshi. 1990 Dec;94(12):1181-7.,Hayakawa M,Nippon Ganka Gakkai Zasshi,1990,1990/12/01,,,
260,260,11455391,"To examine the effects of body mass index on left ventricular diastolic function, flow velocity patterns of the pulmonary vein and mitral valve were measured by pulse Doppler echocardiography in 21 asymptomatic obese children and were compared with those of an age-matched control population. The degree of obesity was calculated as (actual body mass index/ideal body mass index -1) x 100. The pulmonary venous flow indexes were peak systolic (S) and diastolic (D) velocities and peak D/S. The mitral inflow indexes were peak velocities of early diastole (E) and atrial contraction (A) and peak E/A. The pulmonary venous flow velocity pattern in obese patients was characterized by unchanged peak S, decreases in peak D (43 +/- 7 vs 51 +/- 8, p < 0.01) and peak D/S (0.98 +/- 0.19 vs 1.29 +/- 0.20, p < 0.01), suggesting the reduction in the early diastolic filling. The peak D/S decreased significantly with an increase in the percentage body mass index (r = -0.84, p < 0.01). In contrast to the pulmonary venous flow pattern (peak D > peak S) as seen in normal controls, all of the obese patients with > 70% over body mass index had abnormal pulmonary venous flow velocity patterns (peak D < peak S). The mitral flow velocity pattern in obese patients was also characterized by a decrease in early diastolic filling. However, these indices did not correlate with an increase in the percentage over body mass index. This study suggests that body mass index predicts the abnormality of left ventricular diastolic filling assessed by pulmonary venous flow patterns. ",2260,Body mass index can predict left ventricular diastolic filling in asymptomatic obese children,"Harada K, Orino T, Takada G.",Pediatr Cardiol. 2001 Jul-Aug;22(4):273-8. doi: 10.1007/s002460010228.,Harada K,Pediatr Cardiol,2001,2001/07/17,,,10.1007/s002460010228
261,261,2704538,"Thirty patients with craniopharyngiomas were examined preoperatively and immediately postoperatively to determine their level of visual impairment and the extent of visual recovery. Twenty-two patients also were examined during extended follow-up. Twelve of these patients were younger than 18 years of age and 18 were older than 18 years of age at the time of diagnosis. Visual acuity was reduced in 42% of eyes preoperatively. One week postoperatively, visual acuity was reduced in only 23% of eyes. Color vision was a more sensitive indicator of afferent system damage, being abnormal at presentation in 71% of patients. Visual field defects were typically bitemporal hemianopsias, but 20% of patients with evidence of optic neuropathy had no definite visual field deficit preoperatively. Postoperatively, 48% of patients had normal visual fields. There was no long-term improvement in visual acuity or field performance for patients with deficits present after the first postoperative month during an average 2.8 years of follow-up. ",2261,Visual outcome after surgical removal of craniopharyngiomas,"Repka MX, Miller NR, Miller M.",Ophthalmology. 1989 Feb;96(2):195-9. doi: 10.1016/s0161-6420(89)32914-9.,Repka MX,Ophthalmology,1989,1989/02/01,,,10.1016/s0161-6420(89)32914-9
262,262,18781115,"The purpose of this review is to explain why it is now time to create an International Society for Fetal and Perinatal Cardiovascular Disease. Rapid advances in four domains that involve the professionals caring for patients with congenital cardiac disease all point to the fact that it is now time to create an International Society for Fetal and Perinatal Cardiovascular Disease: fetal diagnosis - the improved ability to diagnose prenatal cardiovascular disease due to education and improved ultrasound technology; subspecialization--the development of perinatal cardiology as a true subspecialty of the professions of pediatric cardiology and perinatology; analysis of outcomes--the multidisciplinary international efforts in the areas of nomenclature and databases for the analysis of outcomes of treatments for patients with congenitally malformed hearts, efforts that span traditional geographic and subspecialty boundaries; globalization - the rapidly evolving global organization of professionals caring for patients with congenital heart disease. Healthcare professionals caring for the pregnant woman and fetus with congenital cardiac disease would be enthusiastic about the creation of an International Society for Fetal and Perinatal Cardiovascular Disease in order to achieve multiple objectives: to discuss the management of prenatal and perinatal cardiovascular disease (not exclusively cardiac malformations); to benefit from educational programs covering prenatal and perinatal physiology and pathophysiology, clinical and technical topics, as well as genetic, ethical, and psychosocial aspects of this relatively new discipline; and finally to share our basic science, translational, and clinical research interests. ",2262,A vision for an International Society for Fetal and Perinatal Cardiovascular Disease,"Jacobs JP, Rychik J, Tulzer G, Fouron JC, Maulik D, Tworetzky W, Maruszewski B, Acharya G, Huhta JC.",Curr Opin Pediatr. 2008 Oct;20(5):532-7. doi: 10.1097/MOP.0b013e328311d344.,Jacobs JP,Curr Opin Pediatr,2008,2008/09/11,,,10.1097/MOP.0b013e328311d344
263,263,37792152,"The purpose of this paper is to describe the design and implementation of a multidisciplinary, integrated approach to supporting pregnant, postpartum, and parenting people (PPPP) and their families affected by substance use disorders (SUD). Between 2015 and 2022, the Moms Do Care (MDC) Program, sponsored by the Massachusetts Department of Public Health Bureau of Substance Addiction Services, established or expanded 11 co-located medical and behavioral health teams in locations across Massachusetts. These teams provided trauma-informed primary and obstetrical health care, SUD treatment and recovery services, parenting support, and case management for approximately 1048 PPPP with SUD. By enhancing the capacity of medical and behavioral health providers offering integrated care across the perinatal health care continuum, MDC created a network of support for PPPP with SUD. Lessons learned include the need to continually invest in staff training to foster teambuilding and improve integrated service delivery, uplift the peer recovery coach role within the care team, improve engagement with and access to services for communities of color, and conduct evaluation and sustainability planning. MDC prioritizes trauma-informed integrated care, peer recovery, and commits to addressing inequities and stigma; thus, this program represents a promising approach to supporting PPPP impacted by SUD. The MDC model is relevant for those working to build multidisciplinary, integrated systems of health care and perinatal SUD services for marginalized populations. ",2263,"Lessons Learned Serving Pregnant, Postpartum, and Parenting People with Substance Use Disorders in Massachusetts: The Moms Do Care Program","Sternberger L, Sorensen-Alawad A, Prescott T, Sakai H, Brown K, Finkelstein N, Salomon A, Schiff DM.",Matern Child Health J. 2023 Dec;27(Suppl 1):67-74. doi: 10.1007/s10995-023-03775-5. Epub 2023 Oct 4.,Sternberger L,Matern Child Health J,2023,2023/10/04,PMC10692242,,10.1007/s10995-023-03775-5
264,264,11399209,To examine the clinical and genetic heterogeneity of autosomal dominant optic atrophy among two unrelated central Illinois families. Forty-three individuals from two pedigrees had complete eye examinations. Linkage analysis was performed with microsatellite markers from the region 3q28-29. Visual acuity in 21 affected individuals ranged from 20/25 to 20/800. Vision loss was more severe in males than females (P = 0.02). Color vision testing revealed generalized dyschromatopsia. Both visual acuity and color vision deteriorated with age. Linkage was established to chromosome 3q28-29 (LODmax = 4.68 for D3S2305). Autosomal dominant optic atrophy linked to chromosome 3q28-29 shows intrafamilial phenotypic variation as well as sex-influenced severity in two Midwestern families. ,2264,Clinical heterogeneity in autosomal dominant optic atrophy in two 3q28-qter linked central Illinois families,"Chen AS, Kovach MJ, Herman K, Avakian A, Frank W, Forrester S, Lin JP, Kimonis V.",Genet Med. 2000 Sep-Oct;2(5):283-9. doi: 10.1097/00125817-200009000-00003.,Chen AS,Genet Med,2000,2001/06/12,,,10.1097/00125817-200009000-00003
265,265,17953633,"The 595-nm pulsed dye laser (PDL) is one of the newest developments in the treatment for port-wine stains (PWS). The aim of this study was to investigate the effectiveness of the treatment of PWS in Chinese patients using the 595-nm PDL. In total, 184 patients with PWS over the face, neck and trunk or limbs were enrolled in the study. All the patients were treated with the 595-nm PDL 3-6 times, with a 4-week interval between each treatment. Treatment parameters varied for each patient according to the colour and location of the PWS. The efficacy of treatments and any side-effects were evaluated. Results were graded as percentage resolution (0-25%, 25-50%, 50-75% and 75-100%). Of the 184 patients who completed the study, 115 (62.5%) achieved excellent improvement, 38 (20.7%) achieved good results, and 31 (16.8%) had an unsatisfactory outcome (moderate and poor response). We found > 75% improvement for 76% of facial PWS (95/125), 43% of neck PWS and 20.8% of trunk or limb PWS. Pain and topical erythema were commonly reported immediately after the laser treatments. Prominent hyperpigmentation occurred in only 11 cases (6.0%) with poor improvement, and resolved within 6 months. The 595-nm PDL appears to be safe, effective and well tolerated in the treatment of PWS in Chinese patients. ",2265,Treatment of port-wine stains with the 595-nm pulsed dye laser: a pilot study in Chinese patients,"Liu H, Dang Y, Chai X, Wang Z, Ma L, Ren Q.",Clin Exp Dermatol. 2007 Nov;32(6):646-9. doi: 10.1111/j.1365-2230.2007.02517.x.,Liu H,Clin Exp Dermatol,2007,2007/10/24,,,10.1111/j.1365-2230.2007.02517.x
266,266,32547045,"Treatment of brain arteriovenous malformations (AVMs) aims to abolish any risk for intracranial hemorrhage with the preservation of the patient's functional status. We present the technique of pre-surgical endovascular devascularization through proximal feeder artery occlusion for the treatment of cranial AVMs rather than nidus occlusion. Also, we highlight the advantages and the possible clinical indications. Two patients with brain AVM and one patient with scalp AVM were treated by pre-surgical endovascular devascularization followed by surgical resection. Endovascular devascularization was performed by occlusion of the AVM feeders only with Liquid Embolic System Agent (Onyx Total resection of the AVM was achieved in all cases confirmed with follow-up angiographies, with no neurologic or systemic complications. Also, no major bleeding was detected. In addition, the surgical clips were avoided during surgery. Brain AVMs were safely resected in piecemeal fashion. Pre-surgical endovascular proximal feeder artery devascularization technique shows to be a safe, simple and effective technique for the management of cranial arteriovenous malformations. This technique simplifies both the endovascular and surgical approaches to complicated cranial AVM cases. ",2266,Pre-Surgical Endovascular Proximal Feeder Artery Devascularization Technique for the Treatment of Cranial Arteriovenous Malformations,"Alawneh K, Abuzayed B, Al Qawasmeh M, Raffee L, Aleshawi A.",Vasc Health Risk Manag. 2020 May 19;16:181-191. doi: 10.2147/VHRM.S244514. eCollection 2020.,Alawneh K,Vasc Health Risk Manag,2020,2020/06/18,PMC7245473,,10.2147/VHRM.S244514
267,267,22928923,"Paracoccidioidomycosis (PCM) is a systemic fungal disease endemic to Latin America and characterized by two clinical presentations, i.e., patients develop either acute/subacute or chronic clinical manifestations. The differences in clinical presentations are mainly dependent on the host immune response, but may also be related to demographic characteristics of some patients. In this retrospective study, 1,219 PCM cases treated between 1970 and 2009 in a university medical center, located in southeastern Brazil, were analyzed according to their clinical and demographic features. The most affected anatomical sites were lungs (63.8%) and oral mucosa (50.0%), with increasing involvement of these sites in accord with the age of the patients. Generalized lymphadenopathy (28.1%) and skin lesions (29.6%) were more frequent on the first decades of life. Involvement of the larynx (16.1%), gut (7.5%), spleen (4.7%), central nervous system (3.4%), bones and joints (2.2%), and adrenal (2.1%) were also variable according to the age of the host. The acute/subacute form of the disease accounted for 26.4% of PCM cases and, on a multivariate analysis, was inversely associated with aging (OR = 0.8 per year, P < 0.001), and directly associated with female sex (OR = 7.2, P < 0.001), mixed black and white racial background (OR = 2.3, P < 0.001) or black skin color (OR = 4.6, P < 0.001). Based on these findings, we have shown that host immune response, as well as age, gender and ethnicity may influence the clinical presentation of PCM. ",2267,Endemic paracoccidioidomycosis: relationship between clinical presentation and patients' demographic features,"Bellissimo-Rodrigues F, Bollela VR, Da Fonseca BA, Martinez R.",Med Mycol. 2013 Apr;51(3):313-8. doi: 10.3109/13693786.2012.714529. Epub 2012 Aug 28.,Bellissimo-Rodrigues F,Med Mycol,2013,2012/08/30,,,10.3109/13693786.2012.714529
268,268,27548364,"Preterm newborns show an increased susceptibility to infections, conceivably related to their immature immune system. To gain further knowledge about the immune development in early preterm infants, we aimed to establish references for lymphocyte subsets and compare the maturation process during hospitalization to healthy term-born children and adolescents. For this purpose, peripheral blood samples (n = 153) were collected from 40 preterm infants, gestational age (GA) 26-30 week between 2nd and 6th day of life, and were monitored in intervals of every 2 or rather 4 weeks until the end of hospitalization. Furthermore, we analysed single sample controls of 10 term neonates. We compared these data with results of a study in healthy children and adolescent (n = 176). Flow cytometry of immune cell subsets was performed as single-platform analysis using 10-colour flow cytometry. Based on preterm's age, our percentile model allows readout of absolute cell count for lymphocytes, B cells, T cells, NK cells, T8 and T4 cells. The median (minimum) value of T-, B- and NK cells after birth was 2800 (600), 790 (120) and 140 (20) cells/μl, respectively. Major differences were found in absolute cell numbers of B cells, and in the frequency of regulatory T cells, most pronounced in the earliest preterm infants (GA 26). Compared to healthy children and adolescents, preterm infants reached lymphocyte counts in between the 5th and 50th percentile when discharging the hospital. This prospective observational study provides reference percentiles for lymphocytes subsets of preterm infants. These data are conducive to interpret immunological capability of preterm infants with possible immune disorders appropriate. ",2268,Percentiles of Lymphocyte Subsets in Preterm Infants According to Gestational Age Compared to Children and Adolescents,"Huenecke S, Fryns E, Wittekindt B, Buxmann H, Königs C, Quaiser A, Fischer D, Bremm M, Klingebiel T, Koehl U, Schloesser R, Bochennek K.",Scand J Immunol. 2016 Nov;84(5):291-298. doi: 10.1111/sji.12474.,Huenecke S,Scand J Immunol,2016,2016/08/23,,,10.1111/sji.12474
269,269,9627591,"To evaluate hepatic drug metabolism, as determined by the formation of monoethylglycinexylidide (MEGX) after lidocaine injection and indocyanine green (ICG) clearance, in patients with sickle cell disease. A case-control study including 19 patients with homozygous hemoglobin S, and 13 age- and sex-matched black control subjects. Serum MEGX concentration was measured after intravenous injection of 1 mg/kg (maximum 50 mg) lidocaine. ICG (0.5 mg/kg) was injected concomitantly and absorbance (805 nm) of serum was measured over time to determine its volume of distribution, serum half-life, and hepatic blood flow. MEGX formation at 15 minutes was decreased in patients with sickle cell disease compared with formation in the control subjects (39.9 +/- 18.0 vs 65.6 +/- 50.0 micrograms/L, respectively, p < 0.02). The volume of distribution of ICG was increased in patients with sickle cell disease compared with that in the control subjects (0.21 +/- 0.09 vs 0.11 +/- 0.03 L/kg, p < 0.01). This partly accounts for the decreased MEGX formation. The ICG half-life was similar in both groups (3.8 +/- 1.5 vs 3.1 +/- 1.0 min). Hepatic blood flow, derived from ICG clearance, was increased in sickle cell patients compared with that of the control subjects (12.2 +/- 4.5 vs 8.1 +/- 2.1 ml/kg/min, p < 0.01). Hepatic drug metabolism, as assessed by MEGX formation after lidocaine injection, is impaired in patients with sickle cell disease. This impairment may have clinical implications when using hepatically metabolized medications in patients with sickle cell disease. ",2269,Hepatic function as assessed by lidocaine metabolism in sickle cell disease,"Gremse DA, Fillingim E, Hoff CJ, Wells DJ, Boerth RC.",J Pediatr. 1998 Jun;132(6):989-93. doi: 10.1016/s0022-3476(98)70396-8.,Gremse DA,J Pediatr,1998,1998/06/17,,,10.1016/s0022-3476(98)70396-8
270,270,34732397,"Exposure to antibiotics (ABX) during pregnancy can have a systematic effect on both fetal and maternal health. Although previous biomonitoring studies have indicated the effects on children of extensive exposure to ABX, studies on pregnant women remain scarce. To explore the effect on pregnant women of environmental exposure to ABX through accidental ingestion and identify potential health risks, the present study investigated 122 pregnant women in East China between 2019 and 2020. The presence of six categories of ABX (quinolones, sulfonamides, lincosamides, tetracyclines, amide alcohol ABX, and β-lactams) in plasma samples taken from the pregnant women was investigated using an ABX kit and a time-resolved fluorescence immunoassay. All six ABX were detected in the plasma, with a detection rate of 17.2%. It was discovered that the composition of intestinal flora in pregnant women exposed to ABX was different from that of pregnant women who had not been exposed to ABX. The intestinal flora of pregnant women exposed to ABX also changed at both the phylum and genus levels, and several genera almost disappeared. Furthermore, the metabolic levels of glucose and insulin and the alpha diversity of pregnant women exposed to ABX were higher than those of pregnant women not exposed to ABX. Pregnant women are potentially at higher risk of adverse microbial effects. Glucose metabolism and insulin levels were generally higher in pregnant women exposed to ABX than in unexposed women. Also, the composition and color of the gut microbiome changed. ",2270,Effect of exposure to antibiotics on the gut microbiome and biochemical indexes of pregnant women,"Su Y, Gan XP, Li FF, Zhang DY, Chen L, Cao YN, Qiu HH, Cheng DC, Zu JF, Liu WY, Wang HK, Xu XM.",BMJ Open Diabetes Res Care. 2021 Nov;9(2):e002321. doi: 10.1136/bmjdrc-2021-002321.,Su Y,BMJ Open Diabetes Res Care,2021,2021/11/04,PMC8572386,,10.1136/bmjdrc-2021-002321
271,271,26765639,"The contributions of the hippocampal formation and adjacent regions of the medial temporal lobe (MTL) to memory are still a matter of debate. It is currently unclear, to what extent discrepancies between previous human lesion studies may have been caused by the choice of distinct patient models of MTL dysfunction, as disorders affecting this region differ in selectivity, laterality and mechanisms of post-lesional compensation. Here, we investigated the performance of three distinct patient groups with lesions to the MTL with a battery of visuo-spatial short-term memory tasks. Thirty-one subjects with either unilateral damage to the MTL (postsurgical lesions following resection of a benign brain tumor, 6 right-sided lesions, 5 left) or bilateral damage (10 post-encephalitic lesions, 10 post-anoxic lesions) performed a series of tasks requiring short-term memory of colors, locations or color-location associations. We have shown previously that performance in the association task critically depends on hippocampal integrity. Patients with postsurgical damage of the MTL showed deficient performance in the association task, but performed normally in color and location tasks. Patients with left-sided lesions were almost as impaired as patients with right-sided lesions. Patients with bilateral post-encephalitic lesions showed comparable damage to MTL sub-regions and performed similarly to patients with postsurgical lesions in the association task. However, post-encephalitic patients showed additional impairments in the non-associative color and location tasks. A strikingly similar pattern of deficits was observed in post-anoxic patients. These results suggest a distinct cerebral organization of associative and non-associative short-term memory that was differentially affected in the three patient groups. Thus, while all patient groups may provide appropriate models of medial temporal lobe dysfunction in associative visuo-spatial short-term memory, additional deficits in non-associative memory tasks likely reflect damage of regions outside the MTL. Importantly, the choice of a patient model in human lesion studies of the MTL significantly influences overall performance patterns in visuo-spatial memory tasks. ",2271,Visuo-spatial memory deficits following medial temporal lobe damage: A comparison of three patient groups,"Esfahani-Bayerl N, Finke C, Braun M, Düzel E, Heekeren HR, Holtkamp M, Hasper D, Storm C, Ploner CJ.",Neuropsychologia. 2016 Jan 29;81:168-179. doi: 10.1016/j.neuropsychologia.2015.12.024. Epub 2016 Jan 5.,Esfahani-Bayerl N,Neuropsychologia,2016,2016/01/15,,,10.1016/j.neuropsychologia.2015.12.024
272,272,15462149,"There is increasing evidence of permanent sequalae from acute organophosphate poisoning. We report on accidental diazinon overexposure with acute organophosphate poisoning through cutaneous absorption and inhalation followed by persistent neurological effects. In addition, we observed skeletal and endocrine effects likely attributable to the diazinon poisoning. A family of seven was exposed to diazinon in June 1999 over a two-day period. The pesticide company mistakenly used diazinon to heavily spray the inside of the home instead of permethrin. The applicator applied the pesticide over the entire surface of the floor, carpeting, furniture, and clothing in closets to eradicate an infestation of fleas. Acute symptoms in the family members included headaches, nausea, skin irritation, runny nose, and vomiting. The family was first evaluated at 3 months and then 3 years after the acute poisoning. There were persisting neurological symptoms of memory loss, decreased concentration, irritability, and personality changes of varying degrees in all family members. Objective neurological findings of impaired balance, reaction time, color vision, slotted pegboards and trials making were present in the three older children who could be tested. Neuropsychological evaluation revealed evidence of organic brain dysfunction in all seven family members. Bone growth difficulties are present in four of five children. One child has delayed menarche. ",2272,Health effects of diazinon on a family,"Dahlgren JG, Takhar HS, Ruffalo CA, Zwass M.",J Toxicol Clin Toxicol. 2004;42(5):579-91. doi: 10.1081/clt-200026979.,Dahlgren JG,J Toxicol Clin Toxicol,2004,2004/10/07,,,10.1081/clt-200026979
273,273,32675269,"Discrimination can compromise access to and utilization of health care and lead to poorer health. As such, it is important to understand the factors associated with experiences of discrimination in health care. Using data from the 2015 to 2017 California Health Interview Survey (n = 63,100), this study examined whether insurance types and sites of usual sources of care were associated with reasons for perceived discrimination in health care and whether the reasons were associated with delaying health care. Odds of study outcomes were calculated among insured adults using logistic regressions. Insurance coverage types and sites of usual sources of care were the main independent variables. Six reasons for lifetime discrimination in health care were examined: 1) dissatisfaction with the health care system, 2) race or skin color, 3) age, 4) way the participant speaks English or other barrier to communication, 5) insurance status or type, and 6) income or education. Adults with Medicaid perceived more discrimination due to race or skin color relative to those with employer-sponsored coverage. This association does not vary by race/ethnicity. Perceived discrimination due to 1) dissatisfaction with the health care system, 2) insurance status or type, and 3) barriers to communication were each associated with increased delays in getting needed medical care. Findings highlight potential insurance types and sources of care that could contribute to perceptions of being discriminated. ",2273,"Insurance Types, Usual Sources of Health Care, and Perceived Discrimination","Alcalá HE, Ng AE, Gayen S, Ortega AN.",J Am Board Fam Med. 2020 Jul-Aug;33(4):580-591. doi: 10.3122/jabfm.2020.04.190419.,Alcalá HE,J Am Board Fam Med,2020,2020/07/18,,,10.3122/jabfm.2020.04.190419
274,274,18946103,"The purpose of this series was to evaluate the role of spectral Doppler and color flow Doppler sonography in the evaluation of partial testicular torsion. Eight cases of partial testicular torsion, diagnosed on the basis of abnormal spectral Doppler waveforms or abnormal color flow Doppler findings, were retrospectively pooled from 2 teaching hospitals. The age group ranged from 4 to 85 years. Testicles with partial testicular torsion showed variable spectral Doppler patterns, including increased, similar, or decreased amplitude of the arterial waveform relative to the contralateral testicle. Two cases showed reversal of arterial diastolic flow, and 1 case showed diastolic flow variability within the same testicle. Decreased blood flow was observed on color flow Doppler sonography in 7 of the 8 patients. Variability of the Doppler waveform when compared with the contralateral testicle and reversal of diastolic blood flow are indirect clues that aid in the diagnosis of partial testicular torsion. ",2274,Role of spectral Doppler sonography in the evaluation of partial testicular torsion,"Cassar S, Bhatt S, Paltiel HJ, Dogra VS.",J Ultrasound Med. 2008 Nov;27(11):1629-38. doi: 10.7863/jum.2008.27.11.1629.,Cassar S,J Ultrasound Med,2008,2008/10/24,,,10.7863/jum.2008.27.11.1629
